ENSG00000000003	ENST00000373020	TSPAN6	0
ENSG00000135317	ENST00000508658	SNX14	3
ENSG00000135317	ENST00000509338	SNX14	3
ENSG00000135317	ENST00000513865	SNX14	0
ENSG00000135317	ENST00000513869	SNX14	8
ENSG00000135317	ENST00000514419	SNX14	3
ENSG00000135317	ENST00000515216	SNX14	3
ENSG00000135318	ENST00000257770	NT5E	0
ENSG00000135318	ENST00000369646	NT5E	0
ENSG00000135318	ENST00000369651	NT5E	0
ENSG00000135318	ENST00000416334	NT5E	3
ENSG00000135318	ENST00000437581	NT5E	3
ENSG00000135324	ENST00000257776	MRAP2	0
ENSG00000135333	ENST00000369297	EPHA7	0
ENSG00000135333	ENST00000369303	EPHA7	0
ENSG00000135334	ENST00000257787	AKIRIN2	8
ENSG00000135336	ENST00000257789	ORC3	0
ENSG00000135336	ENST00000392844	ORC3	0
ENSG00000135336	ENST00000417380	ORC3	0
ENSG00000135336	ENST00000508875	ORC3	3
ENSG00000135336	ENST00000546266	ORC3	0
ENSG00000135338	ENST00000369846	LCA5	0
ENSG00000135338	ENST00000392959	LCA5	0
ENSG00000135338	ENST00000467898	LCA5	0
ENSG00000135341	ENST00000369320	MAP3K7	0
ENSG00000135341	ENST00000369325	MAP3K7	0
ENSG00000135341	ENST00000369327	MAP3K7	0
ENSG00000135341	ENST00000369329	MAP3K7	0
ENSG00000135341	ENST00000369332	MAP3K7	0
ENSG00000135346	ENST00000369582	CGA	0
ENSG00000135355	ENST00000369352	GJA10	0
ENSG00000135362	ENST00000311599	PRR5L	4
ENSG00000135362	ENST00000378867	PRR5L	4
ENSG00000135362	ENST00000524380	PRR5L	3
ENSG00000135362	ENST00000526679	PRR5L	3
ENSG00000135362	ENST00000526682	PRR5L	3
ENSG00000135362	ENST00000526728	PRR5L	3
ENSG00000135362	ENST00000527172	PRR5L	3
ENSG00000135362	ENST00000527487	PRR5L	4
ENSG00000135362	ENST00000530050	PRR5L	3
ENSG00000135362	ENST00000530252	PRR5L	3
ENSG00000135362	ENST00000530639	PRR5L	4
ENSG00000135362	ENST00000532121	PRR5L	11
ENSG00000135363	ENST00000257818	LMO2	8
ENSG00000135363	ENST00000395833	LMO2	0
ENSG00000135363	ENST00000411482	LMO2	0
ENSG00000135365	ENST00000257821	PHF21A	0
ENSG00000135365	ENST00000323180	PHF21A	0
ENSG00000135365	ENST00000418153	PHF21A	0
ENSG00000135365	ENST00000524497	PHF21A	3
ENSG00000135365	ENST00000525438	PHF21A	3
ENSG00000135365	ENST00000525676	PHF21A	11
ENSG00000135365	ENST00000527782	PHF21A	3
ENSG00000135365	ENST00000529734	PHF21A	3
ENSG00000135365	ENST00000529782	PHF21A	3
ENSG00000135365	ENST00000530587	PHF21A	3
ENSG00000135365	ENST00000531959	PHF21A	3
ENSG00000135365	ENST00000532010	PHF21A	3
ENSG00000135365	ENST00000532028	PHF21A	3
ENSG00000135365	ENST00000532883	PHF21A	0
ENSG00000135365	ENST00000533757	PHF21A	3
ENSG00000135372	ENST00000257829	NAT10	0
ENSG00000135372	ENST00000527971	NAT10	0
ENSG00000135372	ENST00000529523	NAT10	3
ENSG00000135372	ENST00000531159	NAT10	0
ENSG00000135373	ENST00000257831	EHF	0
ENSG00000135373	ENST00000450654	EHF	0
ENSG00000135373	ENST00000525253	EHF	3
ENSG00000135373	ENST00000527935	EHF	0
ENSG00000135373	ENST00000529527	EHF	3
ENSG00000135373	ENST00000530286	EHF	0
ENSG00000135373	ENST00000531728	EHF	0
ENSG00000135373	ENST00000531794	EHF	0
ENSG00000135373	ENST00000532302	EHF	3
ENSG00000135373	ENST00000533754	EHF	0
ENSG00000135374	ENST00000257832	ELF5	0
ENSG00000135374	ENST00000312319	ELF5	0
ENSG00000135374	ENST00000429939	ELF5	0
ENSG00000135374	ENST00000532417	ELF5	0
ENSG00000135378	ENST00000257836	PRRG4	0
ENSG00000135387	ENST00000341394	CAPRIN1	4
ENSG00000135387	ENST00000389645	CAPRIN1	4
ENSG00000135387	ENST00000529307	CAPRIN1	4
ENSG00000135387	ENST00000530820	CAPRIN1	4
ENSG00000135387	ENST00000532820	CAPRIN1	4
ENSG00000135387	ENST00000534825	CAPRIN1	3
ENSG00000135390	ENST00000338662	ATP5G2	0
ENSG00000135390	ENST00000394349	ATP5G2	0
ENSG00000135390	ENST00000549164	ATP5G2	0
ENSG00000135390	ENST00000549748	ATP5G2	0
ENSG00000135390	ENST00000552242	ATP5G2	0
ENSG00000135390	ENST00000602871	ATP5G2	0
ENSG00000135392	ENST00000317269	DNAJC14	0
ENSG00000135392	ENST00000317287	DNAJC14	0
ENSG00000135392	ENST00000357606	DNAJC14	0
ENSG00000135392	ENST00000546957	DNAJC14	3
ENSG00000135392	ENST00000547445	DNAJC14	3
ENSG00000135404	ENST00000257857	CD63	0
ENSG00000135404	ENST00000420846	CD63	0
ENSG00000135404	ENST00000546457	CD63	3
ENSG00000135404	ENST00000546939	CD63	8
ENSG00000135404	ENST00000548160	CD63	0
ENSG00000135404	ENST00000548898	CD63	0
ENSG00000135404	ENST00000549117	CD63	0
ENSG00000135404	ENST00000550050	CD63	12
ENSG00000135404	ENST00000550776	CD63	8
ENSG00000135404	ENST00000551173	CD63	3
ENSG00000135404	ENST00000552067	CD63	0
ENSG00000135404	ENST00000552164	CD63	3
ENSG00000135404	ENST00000552692	CD63	0
ENSG00000135404	ENST00000552754	CD63	0
ENSG00000135406	ENST00000257860	PRPH	0
ENSG00000135406	ENST00000451891	PRPH	3
ENSG00000135406	ENST00000532332	PRPH	3
ENSG00000135407	ENST00000257861	AVIL	0
ENSG00000135407	ENST00000537081	AVIL	0
ENSG00000135407	ENST00000549851	AVIL	0
ENSG00000135407	ENST00000549994	AVIL	3
ENSG00000135409	ENST00000257863	AMHR2	0
ENSG00000135409	ENST00000379791	AMHR2	0
ENSG00000135409	ENST00000550311	AMHR2	8
ENSG00000135409	ENST00000550839	AMHR2	3
ENSG00000135413	ENST00000257867	LACRT	0
ENSG00000135413	ENST00000546721	LACRT	15
ENSG00000135413	ENST00000547511	LACRT	0
ENSG00000135414	ENST00000257868	GDF11	0
ENSG00000135414	ENST00000546799	GDF11	3
ENSG00000135423	ENST00000311966	GLS2	0
ENSG00000135423	ENST00000424141	GLS2	0
ENSG00000135423	ENST00000461077	GLS2	3
ENSG00000135423	ENST00000479952	GLS2	8
ENSG00000135423	ENST00000483347	GLS2	8
ENSG00000135423	ENST00000486433	GLS2	0
ENSG00000135423	ENST00000486896	GLS2	0
ENSG00000135423	ENST00000494474	GLS2	0
ENSG00000135423	ENST00000539272	GLS2	0
ENSG00000135424	ENST00000257879	ITGA7	0
ENSG00000135424	ENST00000257880	ITGA7	0
ENSG00000135424	ENST00000347027	ITGA7	0
ENSG00000135424	ENST00000394229	ITGA7	0
ENSG00000135424	ENST00000394230	ITGA7	0
ENSG00000135424	ENST00000452168	ITGA7	8
ENSG00000135424	ENST00000553804	ITGA7	0
ENSG00000135424	ENST00000553893	ITGA7	0
ENSG00000135424	ENST00000554327	ITGA7	3
ENSG00000135424	ENST00000554724	ITGA7	3
ENSG00000135424	ENST00000555687	ITGA7	8
ENSG00000135424	ENST00000555728	ITGA7	0
ENSG00000135424	ENST00000555809	ITGA7	0
ENSG00000135424	ENST00000556273	ITGA7	0
ENSG00000135424	ENST00000557257	ITGA7	3
ENSG00000135424	ENST00000557555	ITGA7	3
ENSG00000135426	ENST00000316577	TESPA1	0
ENSG00000135426	ENST00000449076	TESPA1	0
ENSG00000135426	ENST00000524622	TESPA1	0
ENSG00000135426	ENST00000524668	TESPA1	3
ENSG00000135426	ENST00000524923	TESPA1	8
ENSG00000135426	ENST00000525978	TESPA1	3
ENSG00000135426	ENST00000526532	TESPA1	3
ENSG00000135426	ENST00000528240	TESPA1	3
ENSG00000135426	ENST00000531122	TESPA1	0
ENSG00000135426	ENST00000532757	TESPA1	3
ENSG00000135426	ENST00000532804	TESPA1	0
ENSG00000135426	ENST00000533446	TESPA1	3
ENSG00000135426	ENST00000533607	TESPA1	3
ENSG00000135436	ENST00000257894	FAM186B	0
ENSG00000135436	ENST00000532262	FAM186B	3
ENSG00000135436	ENST00000533372	FAM186B	0
ENSG00000135436	ENST00000544141	FAM186B	0
ENSG00000135436	ENST00000548841	FAM186B	3
ENSG00000135436	ENST00000551047	FAM186B	0
ENSG00000135437	ENST00000257895	RDH5	0
ENSG00000135437	ENST00000547072	RDH5	0
ENSG00000135437	ENST00000548082	RDH5	0
ENSG00000135437	ENST00000548123	RDH5	11
ENSG00000135437	ENST00000552930	RDH5	3
ENSG00000135439	ENST00000257897	AGAP2	0
ENSG00000135439	ENST00000328568	AGAP2	3
ENSG00000135439	ENST00000547588	AGAP2	0
ENSG00000135439	ENST00000549129	AGAP2	3
ENSG00000135441	ENST00000257899	BLOC1S1	0
ENSG00000135441	ENST00000547076	BLOC1S1	0
ENSG00000135441	ENST00000548556	BLOC1S1	0
ENSG00000135441	ENST00000548925	BLOC1S1	0
ENSG00000135441	ENST00000549147	BLOC1S1	0
ENSG00000135441	ENST00000551926	BLOC1S1	0
ENSG00000135441	ENST00000553100	BLOC1S1	3
ENSG00000135443	ENST00000257901	KRT85	0
ENSG00000135443	ENST00000544265	KRT85	0
ENSG00000135446	ENST00000257904	CDK4	0
ENSG00000135446	ENST00000312990	CDK4	8
ENSG00000135446	ENST00000540325	CDK4	0
ENSG00000135446	ENST00000546489	CDK4	3
ENSG00000135446	ENST00000547281	CDK4	3
ENSG00000135446	ENST00000547853	CDK4	11
ENSG00000135446	ENST00000549606	CDK4	0
ENSG00000135446	ENST00000550419	CDK4	0
ENSG00000135446	ENST00000551800	CDK4	3
ENSG00000135446	ENST00000552254	CDK4	3
ENSG00000135446	ENST00000552388	CDK4	3
ENSG00000135446	ENST00000552862	CDK4	3
ENSG00000135446	ENST00000553237	CDK4	8
ENSG00000135447	ENST00000257905	PPP1R1A	8
ENSG00000135447	ENST00000547431	PPP1R1A	0
ENSG00000135447	ENST00000547826	PPP1R1A	8
ENSG00000135447	ENST00000553113	PPP1R1A	11
ENSG00000135451	ENST00000257909	TROAP	0
ENSG00000135451	ENST00000380327	TROAP	0
ENSG00000135451	ENST00000546735	TROAP	8
ENSG00000135451	ENST00000546776	TROAP	8
ENSG00000135451	ENST00000547807	TROAP	3
ENSG00000135451	ENST00000547923	TROAP	8
ENSG00000135451	ENST00000548311	TROAP	0
ENSG00000135451	ENST00000549275	TROAP	0
ENSG00000135451	ENST00000549534	TROAP	0
ENSG00000135451	ENST00000549891	TROAP	8
ENSG00000135451	ENST00000550346	TROAP	3
ENSG00000135451	ENST00000550709	TROAP	0
ENSG00000135451	ENST00000551192	TROAP	0
ENSG00000135451	ENST00000551245	TROAP	0
ENSG00000135451	ENST00000551567	TROAP	11
ENSG00000135452	ENST00000257910	TSPAN31	0
ENSG00000135452	ENST00000547472	TSPAN31	0
ENSG00000135452	ENST00000547992	TSPAN31	0
ENSG00000135452	ENST00000548167	TSPAN31	3
ENSG00000135452	ENST00000549052	TSPAN31	0
ENSG00000135452	ENST00000552816	TSPAN31	11
ENSG00000135452	ENST00000553089	TSPAN31	0
ENSG00000135454	ENST00000341156	B4GALNT1	0
ENSG00000135454	ENST00000418555	B4GALNT1	0
ENSG00000135454	ENST00000449184	B4GALNT1	0
ENSG00000135454	ENST00000547741	B4GALNT1	3
ENSG00000135454	ENST00000548487	B4GALNT1	12
ENSG00000135454	ENST00000548888	B4GALNT1	3
ENSG00000135454	ENST00000549391	B4GALNT1	3
ENSG00000135454	ENST00000550764	B4GALNT1	0
ENSG00000135454	ENST00000551220	B4GALNT1	3
ENSG00000135454	ENST00000552219	B4GALNT1	8
ENSG00000135454	ENST00000552350	B4GALNT1	0
ENSG00000135454	ENST00000552798	B4GALNT1	0
ENSG00000135457	ENST00000257915	TFCP2	0
ENSG00000135457	ENST00000307660	TFCP2	0
ENSG00000135457	ENST00000548108	TFCP2	3
ENSG00000135457	ENST00000548115	TFCP2	0
ENSG00000135457	ENST00000549867	TFCP2	0
ENSG00000135469	ENST00000308197	COQ10A	0
ENSG00000135469	ENST00000433805	COQ10A	0
ENSG00000135469	ENST00000546544	COQ10A	0
ENSG00000135469	ENST00000551814	COQ10A	3
ENSG00000135469	ENST00000553234	COQ10A	3
ENSG00000135472	ENST00000320634	FAIM2	8
ENSG00000135472	ENST00000547871	FAIM2	3
ENSG00000135472	ENST00000550195	FAIM2	8
ENSG00000135472	ENST00000550635	FAIM2	11
ENSG00000135472	ENST00000550890	FAIM2	0
ENSG00000135472	ENST00000552669	FAIM2	3
ENSG00000135472	ENST00000552863	FAIM2	3
ENSG00000135473	ENST00000257931	PAN2	0
ENSG00000135473	ENST00000425394	PAN2	0
ENSG00000135473	ENST00000440411	PAN2	0
ENSG00000135473	ENST00000547572	PAN2	3
ENSG00000135473	ENST00000548043	PAN2	0
ENSG00000135476	ENST00000257934	ESPL1	0
ENSG00000135476	ENST00000552462	ESPL1	0
ENSG00000135476	ENST00000552671	ESPL1	0
ENSG00000135476	ENST00000553219	ESPL1	3
ENSG00000135480	ENST00000331817	KRT7	0
ENSG00000135482	ENST00000257940	ZC3H10	0
ENSG00000135482	ENST00000546903	ZC3H10	3
ENSG00000135482	ENST00000551880	ZC3H10	3
ENSG00000135482	ENST00000552345	ZC3H10	3
ENSG00000135486	ENST00000330752	HNRNPA1	8
ENSG00000135486	ENST00000340913	HNRNPA1	8
ENSG00000135486	ENST00000546500	HNRNPA1	8
ENSG00000135486	ENST00000547276	HNRNPA1	8
ENSG00000135486	ENST00000547566	HNRNPA1	8
ENSG00000135486	ENST00000547708	HNRNPA1	11
ENSG00000135486	ENST00000548688	HNRNPA1	3
ENSG00000135486	ENST00000550482	HNRNPA1	3
ENSG00000135486	ENST00000550994	HNRNPA1	3
ENSG00000135486	ENST00000551702	HNRNPA1	11
ENSG00000135502	ENST00000320442	SLC26A10	0
ENSG00000135502	ENST00000379218	SLC26A10	0
ENSG00000135502	ENST00000440686	SLC26A10	3
ENSG00000135502	ENST00000474359	SLC26A10	8
ENSG00000135503	ENST00000257963	ACVR1B	0
ENSG00000135503	ENST00000415850	ACVR1B	0
ENSG00000135503	ENST00000426655	ACVR1B	0
ENSG00000135503	ENST00000536420	ACVR1B	3
ENSG00000135503	ENST00000541224	ACVR1B	0
ENSG00000135503	ENST00000542485	ACVR1B	0
ENSG00000135506	ENST00000257966	OS9	4
ENSG00000135506	ENST00000315970	OS9	4
ENSG00000135506	ENST00000389142	OS9	0
ENSG00000135506	ENST00000389146	OS9	0
ENSG00000135506	ENST00000413095	OS9	4
ENSG00000135506	ENST00000435406	OS9	4
ENSG00000135506	ENST00000439210	OS9	0
ENSG00000135506	ENST00000547079	OS9	7
ENSG00000135506	ENST00000550372	OS9	3
ENSG00000135506	ENST00000550848	OS9	0
ENSG00000135506	ENST00000551035	OS9	4
ENSG00000135506	ENST00000551285	OS9	0
ENSG00000135506	ENST00000552285	OS9	4
ENSG00000135506	ENST00000552423	OS9	0
ENSG00000135506	ENST00000552787	OS9	8
ENSG00000135517	ENST00000257979	MIP	0
ENSG00000135519	ENST00000257981	KCNH3	0
ENSG00000135521	ENST00000367576	LTV1	8
ENSG00000135525	ENST00000354570	MAP7	8
ENSG00000135525	ENST00000432797	MAP7	8
ENSG00000135525	ENST00000438100	MAP7	8
ENSG00000135525	ENST00000454590	MAP7	8
ENSG00000135525	ENST00000544465	MAP7	8
ENSG00000135535	ENST00000275080	CD164	0
ENSG00000135535	ENST00000310786	CD164	0
ENSG00000135535	ENST00000324953	CD164	0
ENSG00000135535	ENST00000368961	CD164	0
ENSG00000135535	ENST00000413644	CD164	0
ENSG00000135535	ENST00000504373	CD164	0
ENSG00000135535	ENST00000512821	CD164	0
ENSG00000135537	ENST00000368977	LACE1	0
ENSG00000135537	ENST00000421954	LACE1	3
ENSG00000135537	ENST00000431865	LACE1	11
ENSG00000135537	ENST00000437715	LACE1	3
ENSG00000135540	ENST00000342260	NHSL1	3
ENSG00000135540	ENST00000343505	NHSL1	0
ENSG00000135540	ENST00000427025	NHSL1	0
ENSG00000135540	ENST00000491526	NHSL1	3
ENSG00000135540	ENST00000533765	NHSL1	3
ENSG00000135541	ENST00000265602	AHI1	8
ENSG00000135541	ENST00000327035	AHI1	8
ENSG00000135541	ENST00000367798	AHI1	8
ENSG00000135541	ENST00000367799	AHI1	3
ENSG00000135541	ENST00000367800	AHI1	8
ENSG00000135541	ENST00000417892	AHI1	8
ENSG00000135541	ENST00000457866	AHI1	8
ENSG00000135541	ENST00000475846	AHI1	11
ENSG00000135541	ENST00000488690	AHI1	8
ENSG00000135541	ENST00000524469	AHI1	11
ENSG00000135541	ENST00000527681	AHI1	3
ENSG00000135541	ENST00000528103	AHI1	8
ENSG00000135541	ENST00000529865	AHI1	3
ENSG00000135541	ENST00000531788	AHI1	8
ENSG00000135541	ENST00000534469	AHI1	8
ENSG00000135547	ENST00000368364	HEY2	0
ENSG00000135547	ENST00000368365	HEY2	0
ENSG00000135549	ENST00000258014	PKIB	8
ENSG00000135549	ENST00000354275	PKIB	0
ENSG00000135549	ENST00000368446	PKIB	0
ENSG00000135549	ENST00000368448	PKIB	0
ENSG00000135549	ENST00000368452	PKIB	0
ENSG00000135549	ENST00000392490	PKIB	0
ENSG00000135549	ENST00000392491	PKIB	0
ENSG00000135569	ENST00000258034	TAAR5	0
ENSG00000135577	ENST00000258042	NMBR	0
ENSG00000135587	ENST00000258052	SMPD2	0
ENSG00000135587	ENST00000458487	SMPD2	3
ENSG00000135596	ENST00000358577	MICAL1	0
ENSG00000135596	ENST00000358807	MICAL1	0
ENSG00000135596	ENST00000368952	MICAL1	8
ENSG00000135596	ENST00000431946	MICAL1	3
ENSG00000135596	ENST00000433205	MICAL1	3
ENSG00000135597	ENST00000258062	REPS1	0
ENSG00000135597	ENST00000367663	REPS1	0
ENSG00000135597	ENST00000409812	REPS1	0
ENSG00000135597	ENST00000414243	REPS1	11
ENSG00000135597	ENST00000415951	REPS1	0
ENSG00000135597	ENST00000431346	REPS1	11
ENSG00000135597	ENST00000445570	REPS1	0
ENSG00000135597	ENST00000450536	REPS1	0
ENSG00000135597	ENST00000478483	REPS1	3
ENSG00000135597	ENST00000483468	REPS1	0
ENSG00000135597	ENST00000526022	REPS1	3
ENSG00000135597	ENST00000529597	REPS1	3
ENSG00000135597	ENST00000530255	REPS1	3
ENSG00000135597	ENST00000530575	REPS1	3
ENSG00000135604	ENST00000367568	STX11	0
ENSG00000135605	ENST00000381501	TEC	0
ENSG00000135605	ENST00000505452	TEC	0
ENSG00000135605	ENST00000515146	TEC	0
ENSG00000135617	ENST00000258083	PRADC1	0
ENSG00000135622	ENST00000339773	SEMA4F	0
ENSG00000135622	ENST00000357877	SEMA4F	0
ENSG00000135622	ENST00000416236	SEMA4F	0
ENSG00000135622	ENST00000420077	SEMA4F	0
ENSG00000135622	ENST00000434486	SEMA4F	3
ENSG00000135622	ENST00000446927	SEMA4F	0
ENSG00000135622	ENST00000453930	SEMA4F	3
ENSG00000135622	ENST00000458114	SEMA4F	8
ENSG00000135624	ENST00000258091	CCT7	8
ENSG00000135624	ENST00000398422	CCT7	8
ENSG00000135624	ENST00000399032	CCT7	3
ENSG00000135624	ENST00000409924	CCT7	8
ENSG00000135624	ENST00000537131	CCT7	8
ENSG00000135624	ENST00000538797	CCT7	0
ENSG00000135624	ENST00000539919	CCT7	0
ENSG00000135624	ENST00000540468	CCT7	8
ENSG00000135625	ENST00000436467	EGR4	0
ENSG00000135625	ENST00000545030	EGR4	0
ENSG00000135631	ENST00000258098	RAB11FIP5	0
ENSG00000135632	ENST00000258100	SMYD5	8
ENSG00000135632	ENST00000389501	SMYD5	0
ENSG00000135632	ENST00000413491	SMYD5	0
ENSG00000135632	ENST00000443900	SMYD5	11
ENSG00000135636	ENST00000258104	DYSF	0
ENSG00000135636	ENST00000394120	DYSF	0
ENSG00000135636	ENST00000409366	DYSF	0
ENSG00000135636	ENST00000409582	DYSF	0
ENSG00000135636	ENST00000409651	DYSF	0
ENSG00000135636	ENST00000409744	DYSF	0
ENSG00000135636	ENST00000409762	DYSF	0
ENSG00000135636	ENST00000410020	DYSF	0
ENSG00000135636	ENST00000410041	DYSF	0
ENSG00000135636	ENST00000413539	DYSF	0
ENSG00000135636	ENST00000429174	DYSF	0
ENSG00000135637	ENST00000290418	CCDC142	0
ENSG00000135637	ENST00000393965	CCDC142	0
ENSG00000135637	ENST00000454193	CCDC142	11
ENSG00000135638	ENST00000258106	EMX1	0
ENSG00000135638	ENST00000464675	EMX1	3
ENSG00000135638	ENST00000473732	EMX1	3
ENSG00000135643	ENST00000258111	KCNMB4	0
ENSG00000135643	ENST00000531884	KCNMB4	11
ENSG00000135655	ENST00000280377	USP15	0
ENSG00000135655	ENST00000312635	USP15	0
ENSG00000135655	ENST00000353364	USP15	0
ENSG00000135655	ENST00000393654	USP15	4
ENSG00000135655	ENST00000546694	USP15	3
ENSG00000135655	ENST00000548620	USP15	3
ENSG00000135655	ENST00000548836	USP15	3
ENSG00000135655	ENST00000549237	USP15	3
ENSG00000135655	ENST00000549415	USP15	3
ENSG00000135655	ENST00000549523	USP15	3
ENSG00000135655	ENST00000552997	USP15	3
ENSG00000135677	ENST00000258145	GNS	0
ENSG00000135677	ENST00000418919	GNS	0
ENSG00000135677	ENST00000540196	GNS	3
ENSG00000135677	ENST00000542058	GNS	0
ENSG00000135677	ENST00000543646	GNS	0
ENSG00000135677	ENST00000545273	GNS	3
ENSG00000135678	ENST00000338356	CPM	0
ENSG00000135678	ENST00000546373	CPM	0
ENSG00000135678	ENST00000546556	CPM	3
ENSG00000135678	ENST00000547134	CPM	0
ENSG00000135678	ENST00000548262	CPM	3
ENSG00000135678	ENST00000548954	CPM	3
ENSG00000135678	ENST00000549781	CPM	3
ENSG00000135678	ENST00000551568	CPM	0
ENSG00000135678	ENST00000551728	CPM	0
ENSG00000135678	ENST00000551897	CPM	3
ENSG00000135679	ENST00000258148	MDM2	8
ENSG00000135679	ENST00000258149	MDM2	0
ENSG00000135679	ENST00000299252	MDM2	0
ENSG00000135679	ENST00000311420	MDM2	8
ENSG00000135679	ENST00000348801	MDM2	0
ENSG00000135679	ENST00000350057	MDM2	0
ENSG00000135679	ENST00000356290	MDM2	0
ENSG00000135679	ENST00000360430	MDM2	0
ENSG00000135679	ENST00000393410	MDM2	0
ENSG00000135679	ENST00000393412	MDM2	0
ENSG00000135679	ENST00000393413	MDM2	0
ENSG00000135679	ENST00000393415	MDM2	11
ENSG00000135679	ENST00000393416	MDM2	3
ENSG00000135679	ENST00000393417	MDM2	0
ENSG00000135679	ENST00000428863	MDM2	0
ENSG00000135679	ENST00000462284	MDM2	8
ENSG00000135679	ENST00000478070	MDM2	0
ENSG00000135679	ENST00000481186	MDM2	0
ENSG00000135679	ENST00000496959	MDM2	0
ENSG00000135679	ENST00000517852	MDM2	0
ENSG00000135679	ENST00000523991	MDM2	3
ENSG00000135679	ENST00000536089	MDM2	0
ENSG00000135679	ENST00000537182	MDM2	0
ENSG00000135679	ENST00000539479	MDM2	3
ENSG00000135679	ENST00000540352	MDM2	8
ENSG00000135679	ENST00000540827	MDM2	0
ENSG00000135679	ENST00000542502	MDM2	0
ENSG00000135679	ENST00000543323	MDM2	3
ENSG00000135679	ENST00000544561	MDM2	4
ENSG00000135679	ENST00000545204	MDM2	4
ENSG00000135679	ENST00000546048	MDM2	0
ENSG00000135686	ENST00000258157	KLHL36	0
ENSG00000135686	ENST00000564996	KLHL36	0
ENSG00000135686	ENST00000565743	KLHL36	3
ENSG00000135686	ENST00000567410	KLHL36	3
ENSG00000135686	ENST00000569472	KLHL36	3
ENSG00000135697	ENST00000258168	BCMO1	0
ENSG00000135697	ENST00000425577	BCMO1	0
ENSG00000135697	ENST00000563804	BCMO1	0
ENSG00000135697	ENST00000564552	BCMO1	0
ENSG00000135698	ENST00000258169	MPHOSPH6	0
ENSG00000135698	ENST00000563100	MPHOSPH6	0
ENSG00000135698	ENST00000563504	MPHOSPH6	0
ENSG00000135698	ENST00000568016	MPHOSPH6	0
ENSG00000135698	ENST00000569021	MPHOSPH6	0
ENSG00000135702	ENST00000336257	CHST5	0
ENSG00000135702	ENST00000541075	CHST5	0
ENSG00000135702	ENST00000565039	CHST5	3
ENSG00000135709	ENST00000258180	KIAA0513	0
ENSG00000135709	ENST00000538274	KIAA0513	0
ENSG00000135709	ENST00000562564	KIAA0513	3
ENSG00000135709	ENST00000562580	KIAA0513	3
ENSG00000135709	ENST00000566428	KIAA0513	0
ENSG00000135709	ENST00000567328	KIAA0513	0
ENSG00000135720	ENST00000258198	DYNC1LI2	0
ENSG00000135720	ENST00000379482	DYNC1LI2	0
ENSG00000135720	ENST00000440564	DYNC1LI2	0
ENSG00000135720	ENST00000443351	DYNC1LI2	0
ENSG00000135720	ENST00000563628	DYNC1LI2	3
ENSG00000135720	ENST00000564090	DYNC1LI2	8
ENSG00000135720	ENST00000564559	DYNC1LI2	3
ENSG00000135720	ENST00000566150	DYNC1LI2	3
ENSG00000135720	ENST00000568180	DYNC1LI2	0
ENSG00000135720	ENST00000569320	DYNC1LI2	3
ENSG00000135722	ENST00000258200	FBXL8	0
ENSG00000135722	ENST00000517382	FBXL8	3
ENSG00000135722	ENST00000518148	FBXL8	0
ENSG00000135722	ENST00000519378	FBXL8	3
ENSG00000135722	ENST00000519917	FBXL8	0
ENSG00000135722	ENST00000519945	FBXL8	0
ENSG00000135722	ENST00000521920	FBXL8	0
ENSG00000135722	ENST00000523893	FBXL8	3
ENSG00000135723	ENST00000258201	FHOD1	0
ENSG00000135723	ENST00000561922	FHOD1	8
ENSG00000135723	ENST00000567509	FHOD1	3
ENSG00000135723	ENST00000567561	FHOD1	3
ENSG00000135723	ENST00000568595	FHOD1	11
ENSG00000135736	ENST00000258214	CCDC102A	0
ENSG00000135740	ENST00000299798	SLC9A5	4
ENSG00000135740	ENST00000564812	SLC9A5	4
ENSG00000135740	ENST00000566345	SLC9A5	3
ENSG00000135740	ENST00000566626	SLC9A5	7
ENSG00000135740	ENST00000567247	SLC9A5	7
ENSG00000135744	ENST00000366667	AGT	0
ENSG00000135747	ENST00000366503	ZNF670	8
ENSG00000135747	ENST00000465049	ZNF670	8
ENSG00000135747	ENST00000474541	ZNF670	8
ENSG00000135749	ENST00000258229	PCNXL2	4
ENSG00000135749	ENST00000344698	PCNXL2	0
ENSG00000135749	ENST00000430153	PCNXL2	4
ENSG00000135749	ENST00000462233	PCNXL2	7
ENSG00000135749	ENST00000475463	PCNXL2	11
ENSG00000135749	ENST00000484347	PCNXL2	7
ENSG00000135749	ENST00000486012	PCNXL2	11
ENSG00000135749	ENST00000488780	PCNXL2	4
ENSG00000135749	ENST00000490102	PCNXL2	7
ENSG00000135749	ENST00000517808	PCNXL2	7
ENSG00000135749	ENST00000518351	PCNXL2	7
ENSG00000135750	ENST00000366620	KCNK1	8
ENSG00000135750	ENST00000366621	KCNK1	0
ENSG00000135750	ENST00000446915	KCNK1	3
ENSG00000135763	ENST00000258243	URB2	0
ENSG00000135763	ENST00000434387	URB2	3
ENSG00000135766	ENST00000366641	EGLN1	0
ENSG00000135773	ENST00000271971	CAPN9	0
ENSG00000135773	ENST00000354537	CAPN9	0
ENSG00000135773	ENST00000366666	CAPN9	0
ENSG00000135775	ENST00000366668	COG2	0
ENSG00000135775	ENST00000366669	COG2	0
ENSG00000135775	ENST00000468893	COG2	0
ENSG00000135775	ENST00000534989	COG2	0
ENSG00000135775	ENST00000535166	COG2	0
ENSG00000135775	ENST00000546013	COG2	0
ENSG00000135776	ENST00000344517	ABCB10	0
ENSG00000135778	ENST00000366627	NTPCR	0
ENSG00000135778	ENST00000366628	NTPCR	0
